region_code,reference_year,total_houses,old_house_count,old_house_ratio,source,is_sample
21050840,2024,1150.0,344.0,29.91304347826087,시연용 합성 데이터,True
21060510,2024,6522.0,1463.0,22.43176939589083,시연용 합성 데이터,True
21060520,2024,4603.0,402.0,8.733434716489247,시연용 합성 데이터,True
21060550,2024,5992.0,2959.0,49.38251001335113,시연용 합성 데이터,True
21060560,2024,8285.0,4206.0,50.76644538322269,시연용 합성 데이터,True
21060570,2024,3569.0,1472.0,41.24404595124685,시연용 합성 데이터,True
21060580,2024,14030.0,5332.0,38.004276550249465,시연용 합성 데이터,True
21060590,2024,8207.0,5119.0,62.37358352625807,시연용 합성 데이터,True
21060600,2024,8423.0,3000.0,35.61676362341208,시연용 합성 데이터,True
21060610,2024,11308.0,4908.0,43.40290060134418,시연용 합성 데이터,True
21060620,2024,12678.0,4893.0,38.59441552295315,시연용 합성 데이터,True
21060630,2024,10224.0,3912.0,38.26291079812207,시연용 합성 데이터,True
21060640,2024,13515.0,7943.0,58.77173510913799,시연용 합성 데이터,True
21060650,2024,7531.0,2039.0,27.074757668304343,시연용 합성 데이터,True
21070530,2024,9029.0,3749.0,41.52176320744269,시연용 합성 데이터,True
21070540,2024,4260.0,2136.0,50.140845070422536,시연용 합성 데이터,True
21070550,2024,8295.0,3263.0,39.336949969861365,시연용 합성 데이터,True
21070560,2024,14051.0,3880.0,27.613692975588926,시연용 합성 데이터,True
21070570,2024,3264.0,1737.0,53.216911764705884,시연용 합성 데이터,True
21070580,2024,6889.0,4079.0,59.2103353171723,시연용 합성 데이터,True
21070590,2024,11075.0,5239.0,47.30474040632054,시연용 합성 데이터,True
21070600,2024,5552.0,3231.0,58.19524495677233,시연용 합성 데이터,True
21070610,2024,3373.0,779.0,23.09516750667062,시연용 합성 데이터,True
21070620,2024,6100.0,1767.0,28.9672131147541,시연용 합성 데이터,True
21070630,2024,7468.0,1066.0,14.274236743438673,시연용 합성 데이터,True
21070660,2024,10708.0,3270.0,30.537915577138584,시연용 합성 데이터,True
21070670,2024,3227.0,733.0,22.714595599628137,시연용 합성 데이터,True
21070680,2024,8645.0,1744.0,20.173510699826487,시연용 합성 데이터,True
21070690,2024,8450.0,3881.0,45.928994082840234,시연용 합성 데이터,True
21070700,2024,14067.0,7799.0,55.44181417501955,시연용 합성 데이터,True
21070710,2024,9883.0,979.0,9.905899018516646,시연용 합성 데이터,True
21080510,2024,6531.0,1081.0,16.55182973510948,시연용 합성 데이터,True
21080520,2024,10144.0,2142.0,21.115930599369083,시연용 합성 데이터,True
21080530,2024,7417.0,2653.0,35.769178913307265,시연용 합성 데이터,True
21080540,2024,16582.0,4858.0,29.296827885659148,시연용 합성 데이터,True
21080550,2024,15487.0,3679.0,23.755407761348227,시연용 합성 데이터,True
21080560,2024,6270.0,845.0,13.476874003189792,시연용 합성 데이터,True
21080570,2024,12130.0,7549.0,62.234130255564715,시연용 합성 데이터,True
21080580,2024,8276.0,3329.0,40.224746254229096,시연용 합성 데이터,True
21080590,2024,9792.0,3795.0,38.756127450980394,시연용 합성 데이터,True
21080600,2024,11571.0,5678.0,49.07095324518192,시연용 합성 데이터,True
21080610,2024,10152.0,4175.0,41.12490149724192,시연용 합성 데이터,True
21080620,2024,13502.0,6568.0,48.64464523774256,시연용 합성 데이터,True
21080630,2024,4179.0,817.0,19.55013161043312,시연용 합성 데이터,True
21090530,2024,3310.0,1491.0,45.04531722054381,시연용 합성 데이터,True
21090540,2024,10735.0,6441.0,60.0,시연용 합성 데이터,True
21090560,2024,9789.0,3313.0,33.84411073654102,시연용 합성 데이터,True
21090580,2024,10637.0,2765.0,25.994171288897245,시연용 합성 데이터,True
21090590,2024,8706.0,1690.0,19.411899839191364,시연용 합성 데이터,True
21090620,2024,6950.0,676.0,9.726618705035971,시연용 합성 데이터,True
21090640,2024,4295.0,1502.0,34.9708963911525,시연용 합성 데이터,True
21090650,2024,5347.0,3194.0,59.73443052178792,시연용 합성 데이터,True
21090660,2024,6643.0,1096.0,16.498569923227457,시연용 합성 데이터,True
21090670,2024,8423.0,5112.0,60.69096521429419,시연용 합성 데이터,True
21090680,2024,14281.0,1595.0,11.16868566626987,시연용 합성 데이터,True
21090690,2024,4355.0,1138.0,26.130884041331804,시연용 합성 데이터,True
21090700,2024,12692.0,6131.0,48.306019539867634,시연용 합성 데이터,True
21090710,2024,7225.0,1099.0,15.211072664359863,시연용 합성 데이터,True
21090720,2024,11140.0,2730.0,24.506283662477557,시연용 합성 데이터,True
21090730,2024,8619.0,4509.0,52.31465367211974,시연용 합성 데이터,True
21090740,2024,8675.0,4267.0,49.18731988472623,시연용 합성 데이터,True
21090750,2024,8606.0,5443.0,63.24657215895887,시연용 합성 데이터,True
21100510,2024,5434.0,2810.0,51.711446448288555,시연용 합성 데이터,True
21100520,2024,15100.0,7367.0,48.788079470198674,시연용 합성 데이터,True
21100530,2024,6390.0,3790.0,59.31142410015649,시연용 합성 데이터,True
21100540,2024,9442.0,4598.0,48.69730989197204,시연용 합성 데이터,True
21100550,2024,7812.0,4909.0,62.83922171018945,시연용 합성 데이터,True
21100560,2024,1754.0,488.0,27.822120866590648,시연용 합성 데이터,True
21100570,2024,5766.0,2585.0,44.831772459243844,시연용 합성 데이터,True
21100580,2024,12146.0,7570.0,62.3250452823975,시연용 합성 데이터,True
21100590,2024,12700.0,5308.0,41.79527559055118,시연용 합성 데이터,True
21100600,2024,12098.0,1258.0,10.398412960819972,시연용 합성 데이터,True
21100610,2024,9737.0,5160.0,52.99373523672589,시연용 합성 데이터,True
21100620,2024,16416.0,5619.0,34.228801169590646,시연용 합성 데이터,True
21100630,2024,1891.0,652.0,34.47911158117398,시연용 합성 데이터,True
21100640,2024,3951.0,1800.0,45.558086560364465,시연용 합성 데이터,True
21100650,2024,8614.0,896.0,10.401671697237056,시연용 합성 데이터,True
21100660,2024,6750.0,831.0,12.311111111111112,시연용 합성 데이터,True
21110510,2024,2566.0,1176.0,45.83008573655495,시연용 합성 데이터,True
21110520,2024,12350.0,5264.0,42.62348178137652,시연용 합성 데이터,True
21110570,2024,7034.0,1724.0,24.509525163491613,시연용 합성 데이터,True
21110580,2024,10184.0,2526.0,24.803613511390417,시연용 합성 데이터,True
21110590,2024,7246.0,1855.0,25.600331217223292,시연용 합성 데이터,True
21110600,2024,3364.0,1703.0,50.62425683709869,시연용 합성 데이터,True
21110610,2024,4530.0,1189.0,26.247240618101547,시연용 합성 데이터,True
21110640,2024,15298.0,3304.0,21.59759445679174,시연용 합성 데이터,True
21110670,2024,3491.0,711.0,20.36665711830421,시연용 합성 데이터,True
21110680,2024,4754.0,1997.0,42.00673117374842,시연용 합성 데이터,True
21110690,2024,9103.0,5767.0,63.3527408546633,시연용 합성 데이터,True
21110700,2024,10491.0,1230.0,11.724335144409494,시연용 합성 데이터,True
21110710,2024,10752.0,4870.0,45.29389880952381,시연용 합성 데이터,True
21110720,2024,13208.0,8156.0,61.75045427013931,시연용 합성 데이터,True
21110730,2024,6207.0,597.0,9.618173030449492,시연용 합성 데이터,True
21110740,2024,9223.0,1964.0,21.294589612924213,시연용 합성 데이터,True
21120510,2024,6219.0,2150.0,34.57147451358739,시연용 합성 데이터,True
21120520,2024,8778.0,5182.0,59.033948507632715,시연용 합성 데이터,True
21120530,2024,1764.0,665.0,37.698412698412696,시연용 합성 데이터,True
21120550,2024,11199.0,2619.0,23.38601660862577,시연용 합성 데이터,True
21120561,2024,7960.0,3531.0,44.359296482412056,시연용 합성 데이터,True
21120562,2024,15459.0,6661.0,43.08816870431464,시연용 합성 데이터,True
21120580,2024,6538.0,1169.0,17.880085653104924,시연용 합성 데이터,True
21120590,2024,5501.0,2073.0,37.68405744410107,시연용 합성 데이터,True
21120600,2024,14812.0,5272.0,35.59276262489873,시연용 합성 데이터,True
21130510,2024,8721.0,4251.0,48.74441004471964,시연용 합성 데이터,True
21130520,2024,1606.0,914.0,56.911581569115825,시연용 합성 데이터,True
21130530,2024,8728.0,5324.0,60.99908340971586,시연용 합성 데이터,True
21130540,2024,8390.0,1571.0,18.72467222884386,시연용 합성 데이터,True
21130550,2024,7290.0,705.0,9.670781893004115,시연용 합성 데이터,True
21130560,2024,12192.0,3671.0,30.10990813648294,시연용 합성 데이터,True
21130570,2024,9599.0,5042.0,52.5263048234191,시연용 합성 데이터,True
21130580,2024,3132.0,345.0,11.015325670498084,시연용 합성 데이터,True
21130590,2024,9122.0,3042.0,33.347950010962506,시연용 합성 데이터,True
21130600,2024,3312.0,587.0,17.72342995169082,시연용 합성 데이터,True
21130620,2024,16124.0,7254.0,44.9888365169933,시연용 합성 데이터,True
21130630,2024,15076.0,7384.0,48.97850888829928,시연용 합성 데이터,True
21140510,2024,5271.0,2784.0,52.817302219692664,시연용 합성 데이터,True
21140520,2024,3727.0,1309.0,35.12208210356855,시연용 합성 데이터,True
21140530,2024,10366.0,5366.0,51.765386841597525,시연용 합성 데이터,True
21140540,2024,10196.0,4446.0,43.605335425657124,시연용 합성 데이터,True
21140550,2024,4516.0,1711.0,37.8875110717449,시연용 합성 데이터,True
21140560,2024,1250.0,631.0,50.480000000000004,시연용 합성 데이터,True
21140570,2024,9731.0,5291.0,54.372623574144484,시연용 합성 데이터,True
21140580,2024,5375.0,2878.0,53.54418604651163,시연용 합성 데이터,True
21140590,2024,15427.0,8026.0,52.02566928113048,시연용 합성 데이터,True
21140600,2024,7406.0,1421.0,19.187145557655956,시연용 합성 데이터,True
21150510,2024,10904.0,3433.0,31.483859134262655,시연용 합성 데이터,True
21150520,2024,11778.0,2329.0,19.774155204618783,시연용 합성 데이터,True
21150540,2024,5698.0,1096.0,19.234819234819234,시연용 합성 데이터,True
21150550,2024,15676.0,5968.0,38.07093646338352,시연용 합성 데이터,True
21150560,2024,9910.0,3154.0,31.826437941473255,시연용 합성 데이터,True
21150570,2024,2547.0,806.0,31.645072634471926,시연용 합성 데이터,True
21150600,2024,7618.0,2967.0,38.94723024415857,시연용 합성 데이터,True
21150610,2024,9938.0,1461.0,14.70114711209499,시연용 합성 데이터,True
21150620,2024,13234.0,2224.0,16.805198730542543,시연용 합성 데이터,True
21150630,2024,10020.0,4162.0,41.53692614770459,시연용 합성 데이터,True
21150640,2024,7755.0,4230.0,54.54545454545454,시연용 합성 데이터,True
21150650,2024,21802.0,9466.0,43.41803504265664,시연용 합성 데이터,True
21510110,2024,10843.0,5173.0,47.708198837959976,시연용 합성 데이터,True
21510111,2024,5901.0,1461.0,24.758515505846468,시연용 합성 데이터,True
21510120,2024,8551.0,4981.0,58.25049701789264,시연용 합성 데이터,True
21510130,2024,9205.0,1267.0,13.764258555133079,시연용 합성 데이터,True
21510330,2024,5243.0,2450.0,46.728971962616825,시연용 합성 데이터,True
21010,2024,74603.0,30036.0,40.26111550473841,시연용 합성 데이터,True
21020,2024,104560.0,28133.0,26.906082631981636,시연용 합성 데이터,True
21030,2024,80543.0,30079.0,37.345268986752416,시연용 합성 데이터,True
21040,2024,93465.0,31689.0,33.904670197400094,시연용 합성 데이터,True
21050,2024,138729.0,62976.0,45.39497869947884,시연용 합성 데이터,True
21060,2024,114887.0,47648.0,41.47379599084318,시연용 합성 데이터,True
21070,2024,134336.0,49332.0,36.7228442115293,시연용 합성 데이터,True
21080,2024,132033.0,47169.0,35.725159619186115,시연용 합성 데이터,True
21090,2024,150428.0,54192.0,36.025208072965135,시연용 합성 데이터,True
21100,2024,136001.0,55641.0,40.912199175006066,시연용 합성 데이터,True
21110,2024,129801.0,44033.0,33.92346746172988,시연용 합성 데이터,True
21120,2024,78230.0,29322.0,37.48178448165665,시연용 합성 데이터,True
21130,2024,103292.0,40090.0,38.81229911319367,시연용 합성 데이터,True
21140,2024,73265.0,33863.0,46.219886712618575,시연용 합성 데이터,True
21150,2024,126880.0,41296.0,32.547288776796975,시연용 합성 데이터,True
21510,2024,39743.0,15332.0,38.577862768286245,시연용 합성 데이터,True
21,2024,1710796.0,640831.0,37.45806045840649,시연용 합성 데이터,True
